year,month,day_of_week,hour_of_day,province,district,road_type,road_condition,weather_condition,lighting_condition,vehicle_type,vehicles_involved,accident_cause,is_rush_hour,is_weekend,is_night,is_foggy_month,num_injured,num_killed,severity
2022,7,Friday,20,Punjab,Lahore,National Highway,Average,Clear,No Light,Motorcycle,2,Over Speeding,1,0,0,0,6,1,High
2019,4,Wednesday,6,Punjab,Lahore,Rural Road,Average,Rainy,Daylight,Motorcycle,1,Signal Violation,0,0,0,0,4,1,Medium
2022,3,Saturday,20,Punjab,Rawalpindi,Provincial Highway,Under Repair,Foggy,No Light,Motorcycle,2,Signal Violation,1,1,0,0,10,1,High
2019,1,Friday,9,AJK,Muzaffarabad,Urban Road,Good,Clear,Dawn/Dusk,Motorcycle,1,Signal Violation,1,0,0,1,2,0,Low
2019,7,Sunday,19,Punjab,Sialkot,Urban Road,Under Repair,Rainy,Dawn/Dusk,Rickshaw,2,Wrong Overtaking,1,1,0,0,0,0,Low
2021,1,Thursday,0,KPK,Mardan,Rural Road,Average,Clear,Street Light,Car/Taxi,2,Driver Fatigue,0,0,1,1,5,0,Medium
2023,6,Friday,6,KPK,Charsadda,Provincial Highway,Average,Rainy,Daylight,Rickshaw,1,Over Speeding,0,0,0,0,10,2,High
2021,7,Monday,10,Punjab,Rahim Yar Khan,National Highway,Good,Dusty/Smoggy,Daylight,Motorcycle,3,Pedestrian Error,0,0,0,0,1,0,Medium
2021,4,Friday,8,KPK,Abbottabad,National Highway,Good,Dusty/Smoggy,Daylight,Motorcycle,4,Over Speeding,1,0,0,0,2,1,High
2019,9,Monday,8,Punjab,Lahore,Urban Road,Good,Foggy,Daylight,Bus/Coach,2,Wrong Overtaking,1,0,0,0,1,0,Medium
2022,7,Tuesday,19,Punjab,Rahim Yar Khan,Urban Road,Average,Foggy,Daylight,Rickshaw,2,Over Speeding,1,0,0,0,0,0,Low
2021,8,Thursday,18,Islamabad,Islamabad,National Highway,Good,Clear,Daylight,Motorcycle,2,Wrong Overtaking,1,0,0,0,9,2,High
2021,7,Monday,19,Punjab,Sialkot,National Highway,Average,Foggy,No Light,Truck/Lorry,2,Mobile Phone Use,1,0,0,0,9,3,High
2018,3,Saturday,18,Punjab,Multan,Urban Road,Average,Clear,Daylight,Motorcycle,2,Over Speeding,1,1,0,0,1,0,Medium
2023,10,Monday,14,KPK,Mansehra,Rural Road,Poor,Clear,No Light,Motorcycle,3,Over Speeding,0,0,0,0,9,1,High
2018,12,Monday,8,KPK,Charsadda,National Highway,Average,Clear,Daylight,Rickshaw,2,Over Speeding,1,0,0,1,1,1,Medium
2021,10,Saturday,11,Sindh,Larkana,Rural Road,Average,Clear,Daylight,Motorcycle,1,Wrong Overtaking,0,1,0,0,2,0,Low
2021,5,Saturday,9,Balochistan,Gwadar,National Highway,Poor,Foggy,Daylight,Motorcycle,2,Over Speeding,1,1,0,0,5,2,High
2023,7,Thursday,8,Punjab,Sialkot,National Highway,Good,Clear,Daylight,Motorcycle,1,Wrong Overtaking,1,0,0,0,5,1,Medium
2020,10,Sunday,23,KPK,Mardan,Urban Road,Good,Clear,No Light,Car/Taxi,4,Wrong Overtaking,0,1,1,0,0,0,Low
2018,12,Saturday,16,Balochistan,Khuzdar,Urban Road,Good,Clear,Daylight,Car/Taxi,4,Driver Fatigue,0,1,0,1,1,0,Low
2020,10,Thursday,16,Punjab,Faisalabad,Provincial Highway,Good,Clear,Street Light,Car/Taxi,3,Driver Fatigue,0,0,0,0,1,0,Medium
2022,1,Tuesday,12,Sindh,Dadu,Provincial Highway,Poor,Dusty/Smoggy,Daylight,Motorcycle,2,Over Speeding,1,0,0,1,4,0,High
2023,11,Wednesday,11,Punjab,Multan,Urban Road,Poor,Clear,Dawn/Dusk,Motorcycle,2,Wrong Overtaking,0,0,0,1,0,0,Low
2019,7,Tuesday,17,Punjab,Rawalpindi,Provincial Highway,Good,Dusty/Smoggy,Daylight,Car/Taxi,3,Driver Fatigue,1,0,0,0,4,0,Medium
2021,1,Wednesday,17,Punjab,Faisalabad,National Highway,Good,Rainy,Daylight,Motorcycle,2,Over Speeding,1,0,0,1,11,0,High
2020,5,Tuesday,10,Sindh,Karachi,Provincial Highway,Average,Extreme Heat,Daylight,Car/Taxi,3,Mechanical Failure,0,0,0,0,0,0,Low
2018,1,Monday,6,Balochistan,Turbat,Rural Road,Average,Rainy,Dawn/Dusk,Motorcycle,1,Over Speeding,0,0,0,1,10,0,High
2022,3,Thursday,6,Sindh,Larkana,National Highway,Poor,Dusty/Smoggy,Daylight,Bus/Coach,1,Signal Violation,0,0,0,0,5,0,Medium
2022,3,Monday,19,Balochistan,Gwadar,Motorway,Good,Foggy,Dawn/Dusk,Rickshaw,1,Over Speeding,1,0,0,0,3,1,Medium
2022,6,Saturday,8,Punjab,Sargodha,Urban Road,Good,Extreme Heat,Daylight,Car/Taxi,1,Wrong Overtaking,1,1,0,0,1,0,Low
2022,11,Tuesday,8,Punjab,Rawalpindi,Rural Road,Good,Clear,Daylight,Bus/Coach,3,Over Speeding,1,0,0,1,4,0,Medium
2023,4,Wednesday,17,AJK,Mirpur,Provincial Highway,Good,Clear,Daylight,Rickshaw,1,Drunk Driving,1,0,0,0,2,0,Low
2021,10,Friday,20,Balochistan,Loralai,Rural Road,Good,Rainy,No Light,Truck/Lorry,2,Wrong Overtaking,1,0,0,0,2,0,Medium
2023,3,Monday,13,Punjab,Multan,National Highway,Under Repair,Clear,Daylight,Motorcycle,2,Over Speeding,1,0,0,0,9,2,High
2022,1,Wednesday,7,Sindh,Dadu,Urban Road,Good,Clear,Daylight,Bicycle,3,Wrong Overtaking,1,0,0,1,5,1,Medium
2023,4,Friday,10,Punjab,Sargodha,National Highway,Poor,Clear,Daylight,Motorcycle,2,Pedestrian Error,0,0,0,0,4,2,High
2022,10,Monday,18,Sindh,Hyderabad,Urban Road,Good,Foggy,Daylight,Motorcycle,1,Signal Violation,1,0,0,0,3,1,Medium
2019,8,Saturday,16,Balochistan,Sibi,Provincial Highway,Average,Clear,Daylight,Motorcycle,4,Road Condition,0,1,0,0,3,1,Medium
2018,12,Monday,18,KPK,Bannu,Provincial Highway,Average,Clear,Street Light,Truck/Lorry,3,Signal Violation,1,0,0,1,4,0,Medium
2023,2,Wednesday,10,Punjab,Faisalabad,Motorway,Good,Clear,Daylight,Rickshaw,1,Over Speeding,0,0,0,1,1,0,Medium
2019,4,Friday,21,Punjab,Bahawalpur,Provincial Highway,Poor,Clear,No Light,Motorcycle,2,Driver Fatigue,0,0,0,0,5,0,Medium
2020,9,Sunday,8,Punjab,Sargodha,National Highway,Under Repair,Extreme Heat,Daylight,Car/Taxi,3,Mechanical Failure,1,1,0,0,3,0,Medium
2022,2,Thursday,19,KPK,Peshawar,National Highway,Good,Rainy,Dawn/Dusk,Motorcycle,2,Pedestrian Error,1,0,0,1,6,1,High
2022,4,Sunday,9,Sindh,Karachi,Provincial Highway,Poor,Dusty/Smoggy,Street Light,Motorcycle,2,Over Speeding,1,1,0,0,8,0,High
2019,5,Sunday,4,Islamabad,Islamabad,National Highway,Good,Foggy,Street Light,Car/Taxi,3,Over Speeding,0,1,1,0,9,1,High
2022,4,Sunday,19,KPK,Charsadda,Urban Road,Average,Rainy,Dawn/Dusk,Motorcycle,2,Pedestrian Error,1,1,0,0,1,0,Low
2023,6,Monday,17,Punjab,Rahim Yar Khan,National Highway,Good,Clear,Daylight,Car/Taxi,1,Pedestrian Error,1,0,0,0,2,0,Low
2023,1,Thursday,14,KPK,Kohat,Urban Road,Average,Foggy,Daylight,Bus/Coach,2,Over Speeding,0,0,0,1,2,0,Medium
2018,7,Saturday,14,Sindh,Dadu,Provincial Highway,Average,Foggy,Daylight,Bus/Coach,2,Over Speeding,0,1,0,0,3,0,Medium
2021,1,Saturday,15,Punjab,Rawalpindi,National Highway,Poor,Clear,Daylight,Motorcycle,4,Pedestrian Error,0,1,0,1,4,2,Medium
2021,6,Friday,15,Punjab,Rawalpindi,Provincial Highway,Under Repair,Foggy,Daylight,Motorcycle,2,Over Speeding,0,0,0,0,9,4,High
2022,7,Saturday,20,AJK,Mirpur,Provincial Highway,Good,Foggy,No Light,Motorcycle,2,Wrong Overtaking,1,1,0,0,9,0,High
2019,5,Tuesday,17,Sindh,Thatta,National Highway,Under Repair,Foggy,Daylight,Rickshaw,2,Over Speeding,1,0,0,0,6,1,High
2021,1,Tuesday,16,KPK,Kohat,National Highway,Good,Clear,Dawn/Dusk,Motorcycle,2,Road Condition,0,0,0,1,5,2,Medium
2020,7,Wednesday,7,Sindh,Karachi,National Highway,Good,Rainy,Daylight,Motorcycle,2,Road Condition,1,0,0,0,7,2,High
2023,12,Friday,12,Punjab,Sheikhupura,Urban Road,Good,Rainy,Daylight,Bicycle,2,Weather Condition,1,0,0,1,5,0,Medium
2020,11,Monday,22,KPK,Mardan,Rural Road,Under Repair,Clear,No Light,Motorcycle,2,Pedestrian Error,0,0,1,1,4,2,Medium
2021,11,Thursday,23,Balochistan,Loralai,Motorway,Good,Clear,Street Light,Car/Taxi,1,Mechanical Failure,0,0,1,1,3,0,Medium
2019,2,Monday,14,Punjab,Bahawalpur,Urban Road,Good,Clear,Daylight,Rickshaw,3,Over Speeding,0,0,0,1,3,1,Medium
2018,3,Thursday,22,Punjab,Multan,Urban Road,Good,Rainy,No Light,Truck/Lorry,2,Mechanical Failure,0,0,1,0,5,0,Medium
2022,7,Wednesday,19,Sindh,Sukkur,National Highway,Good,Foggy,Dawn/Dusk,Car/Taxi,1,Driver Fatigue,1,0,0,0,2,2,Medium
2021,6,Sunday,19,Punjab,Lahore,Rural Road,Good,Clear,No Light,Motorcycle,2,Over Speeding,1,1,0,0,11,0,High
2022,11,Tuesday,18,KPK,Dera Ismail Khan,Rural Road,Poor,Clear,No Light,Motorcycle,2,Mechanical Failure,1,0,0,1,2,0,Low
2023,4,Wednesday,7,Punjab,Sargodha,Provincial Highway,Good,Rainy,Daylight,Car/Taxi,1,Signal Violation,1,0,0,0,0,0,Low
2021,10,Thursday,11,KPK,Nowshera,Provincial Highway,Good,Clear,Daylight,Car/Taxi,2,Wrong Overtaking,0,0,0,0,1,0,Low
2021,3,Friday,23,Sindh,Dadu,Provincial Highway,Average,Rainy,Street Light,Motorcycle,1,Mobile Phone Use,0,0,1,0,9,3,High
2023,4,Sunday,23,Punjab,Sialkot,Provincial Highway,Good,Foggy,No Light,Bus/Coach,2,Pedestrian Error,0,1,1,0,5,1,Medium
2020,8,Sunday,16,Punjab,Multan,Urban Road,Under Repair,Foggy,No Light,Motorcycle,4,Drunk Driving,0,1,0,0,3,2,Medium
2018,8,Friday,1,Punjab,Lahore,Rural Road,Average,Foggy,Street Light,Bicycle,2,Over Speeding,0,0,1,0,10,3,High
2023,8,Tuesday,18,Punjab,Sialkot,Provincial Highway,Good,Clear,Daylight,Motorcycle,1,Over Speeding,1,0,0,0,2,2,High
2023,7,Saturday,9,KPK,Mardan,Provincial Highway,Good,Clear,Daylight,Motorcycle,3,Road Condition,1,1,0,0,5,0,Medium
2021,12,Monday,12,Punjab,Rahim Yar Khan,National Highway,Average,Clear,Daylight,Truck/Lorry,2,Pedestrian Error,1,0,0,1,2,2,Medium
2023,10,Friday,19,KPK,Bannu,National Highway,Average,Clear,No Light,Motorcycle,2,Drunk Driving,1,0,0,0,9,1,High
2023,4,Tuesday,6,Sindh,Jacobabad,Rural Road,Good,Dusty/Smoggy,Daylight,Motorcycle,3,Road Condition,0,0,0,0,2,0,Low
2020,4,Saturday,13,Punjab,Lahore,National Highway,Good,Rainy,Daylight,Motorcycle,1,Signal Violation,1,1,0,0,2,0,High
2022,8,Tuesday,18,Sindh,Larkana,National Highway,Poor,Rainy,Street Light,Bus/Coach,3,Wrong Overtaking,1,0,0,0,4,2,High
2020,10,Wednesday,21,KPK,Kohat,Rural Road,Good,Clear,Street Light,Motorcycle,1,Signal Violation,0,0,0,0,4,0,Medium
2022,1,Saturday,13,Punjab,Rawalpindi,National Highway,Good,Dusty/Smoggy,No Light,Motorcycle,4,Drunk Driving,1,1,0,1,4,0,High
2022,6,Wednesday,7,Sindh,Dadu,Urban Road,Good,Clear,Dawn/Dusk,Truck/Lorry,3,Over Speeding,1,0,0,0,1,0,Low
2021,8,Wednesday,6,Punjab,Sheikhupura,Rural Road,Good,Foggy,Daylight,Bus/Coach,1,Wrong Overtaking,0,0,0,0,1,1,Medium
2023,12,Sunday,22,Punjab,Sheikhupura,Urban Road,Average,Clear,No Light,Motorcycle,2,Mobile Phone Use,0,1,1,1,4,2,Medium
2019,2,Thursday,20,Punjab,Faisalabad,Rural Road,Good,Clear,No Light,Motorcycle,2,Wrong Overtaking,1,0,0,1,2,0,Medium
2019,3,Saturday,9,Punjab,Rawalpindi,Urban Road,Average,Foggy,Daylight,Car/Taxi,2,Mechanical Failure,1,1,0,0,2,0,Low
2018,5,Wednesday,21,KPK,Dera Ismail Khan,Urban Road,Good,Clear,Street Light,Car/Taxi,1,Road Condition,0,0,0,0,0,0,Low
2020,8,Wednesday,14,Sindh,Jacobabad,Provincial Highway,Average,Clear,Daylight,Motorcycle,4,Road Condition,0,0,0,0,5,1,Medium
2020,7,Saturday,21,Punjab,Sialkot,Provincial Highway,Good,Dusty/Smoggy,No Light,Truck/Lorry,2,Wrong Overtaking,0,1,0,0,3,0,Medium
2020,4,Monday,11,Sindh,Thatta,National Highway,Poor,Clear,Daylight,Motorcycle,4,Over Speeding,0,0,0,0,4,2,High
2021,9,Thursday,20,Sindh,Karachi,Urban Road,Good,Clear,Street Light,Truck/Lorry,2,Signal Violation,1,0,0,0,4,1,Medium
2023,6,Monday,7,Punjab,Bahawalpur,National Highway,Good,Rainy,Daylight,Rickshaw,1,Over Speeding,1,0,0,0,3,1,High
2018,12,Saturday,17,KPK,Peshawar,Urban Road,Good,Rainy,Daylight,Rickshaw,3,Signal Violation,1,1,0,1,1,0,Low
2022,1,Saturday,8,Punjab,Sialkot,Urban Road,Good,Clear,Dawn/Dusk,Motorcycle,3,Over Speeding,1,1,0,1,1,0,Medium
2020,2,Sunday,23,Balochistan,Chaman,National Highway,Good,Clear,No Light,Bus/Coach,2,Over Speeding,0,1,1,1,5,0,High
2021,6,Thursday,17,Punjab,Rahim Yar Khan,Rural Road,Average,Clear,Daylight,Motorcycle,4,Over Speeding,1,0,0,0,4,0,Medium
2022,12,Friday,15,Sindh,Jacobabad,Rural Road,Average,Foggy,Daylight,Motorcycle,2,Signal Violation,0,0,0,1,2,1,Medium
2022,12,Sunday,10,Islamabad,Islamabad,National Highway,Average,Clear,Street Light,Car/Taxi,2,Over Speeding,0,1,0,1,1,1,Medium
2021,1,Thursday,7,KPK,Abbottabad,Provincial Highway,Poor,Rainy,Daylight,Car/Taxi,1,Signal Violation,1,0,0,1,4,1,Medium
2019,6,Monday,7,Punjab,Sargodha,Urban Road,Good,Rainy,Dawn/Dusk,Car/Taxi,2,Wrong Overtaking,1,0,0,0,5,2,Medium
2018,12,Saturday,6,Sindh,Sukkur,Provincial Highway,Good,Clear,Daylight,Bicycle,1,Over Speeding,0,1,0,1,10,2,High
2023,11,Wednesday,17,Punjab,Rawalpindi,Provincial Highway,Good,Clear,Daylight,Motorcycle,1,Signal Violation,1,0,0,1,1,0,Medium
2019,10,Wednesday,19,Sindh,Mirpur Khas,Motorway,Average,Rainy,Daylight,Motorcycle,3,Pedestrian Error,1,0,0,0,4,0,Medium
2020,5,Monday,21,KPK,Mardan,Provincial Highway,Poor,Foggy,No Light,Motorcycle,1,Signal Violation,0,0,0,0,7,1,High
2021,7,Saturday,12,Sindh,Karachi,Rural Road,Good,Clear,Dawn/Dusk,Car/Taxi,2,Over Speeding,1,1,0,0,2,0,Low
2020,7,Saturday,14,Punjab,Multan,Urban Road,Poor,Clear,Daylight,Motorcycle,1,Drunk Driving,0,1,0,0,5,0,Medium
2023,8,Tuesday,15,Sindh,Larkana,Urban Road,Good,Rainy,Daylight,Van/Pickup,2,Weather Condition,0,0,0,0,2,1,Low
2022,3,Monday,7,Punjab,Multan,Provincial Highway,Good,Rainy,Daylight,Car/Taxi,2,Over Speeding,1,0,0,0,3,0,Medium
2020,11,Thursday,12,Punjab,Rahim Yar Khan,Provincial Highway,Under Repair,Extreme Heat,Daylight,Car/Taxi,2,Driver Fatigue,1,0,0,1,1,0,Low
2019,7,Thursday,9,Sindh,Kashmore,Rural Road,Average,Foggy,Daylight,Motorcycle,1,Wrong Overtaking,1,0,0,0,3,1,Medium
2019,11,Wednesday,18,Sindh,Dadu,National Highway,Poor,Clear,Daylight,Car/Taxi,3,Pedestrian Error,1,0,0,1,5,0,Medium
2018,7,Sunday,14,Sindh,Sukkur,National Highway,Average,Clear,Daylight,Motorcycle,1,Over Speeding,0,1,0,0,2,1,High
2020,2,Sunday,9,Punjab,Sialkot,Rural Road,Average,Dusty/Smoggy,No Light,Motorcycle,2,Drunk Driving,1,1,0,1,6,0,High
2019,12,Monday,12,Islamabad,Islamabad,Rural Road,Poor,Foggy,Daylight,Bicycle,1,Over Speeding,1,0,0,1,5,0,High
2021,8,Thursday,7,Sindh,Jacobabad,Provincial Highway,Average,Clear,Daylight,Motorcycle,2,Driver Fatigue,1,0,0,0,9,1,High
2022,5,Sunday,17,Punjab,Sargodha,National Highway,Average,Foggy,Daylight,Motorcycle,1,Over Speeding,1,1,0,0,10,4,High
2023,2,Wednesday,6,Islamabad,Islamabad,Provincial Highway,Good,Clear,Daylight,Motorcycle,2,Pedestrian Error,0,0,0,1,1,0,Medium
2018,9,Tuesday,22,Balochistan,Hub,National Highway,Good,Dusty/Smoggy,No Light,Motorcycle,2,Over Speeding,0,0,1,0,9,2,High
2023,8,Wednesday,12,Punjab,Faisalabad,Urban Road,Good,Clear,Daylight,Motorcycle,3,Drunk Driving,1,0,0,0,4,2,High
2019,6,Thursday,21,Sindh,Hyderabad,Urban Road,Good,Clear,No Light,Motorcycle,2,Signal Violation,0,0,0,0,1,0,Low
2019,6,Monday,20,Sindh,Dadu,National Highway,Average,Clear,No Light,Van/Pickup,3,Signal Violation,1,0,0,0,1,0,Medium
2019,12,Wednesday,17,Punjab,Lahore,National Highway,Good,Clear,Daylight,Truck/Lorry,3,Over Speeding,1,0,0,1,2,2,Medium
2019,11,Monday,8,Punjab,Lahore,Urban Road,Average,Foggy,Daylight,Motorcycle,1,Mobile Phone Use,1,0,0,1,3,0,Medium
2021,10,Saturday,14,Sindh,Thatta,Urban Road,Average,Foggy,Daylight,Car/Taxi,4,Wrong Overtaking,0,1,0,0,1,0,Low
2021,1,Tuesday,12,Punjab,Sargodha,Provincial Highway,Average,Clear,No Light,Car/Taxi,3,Drunk Driving,1,0,0,1,0,0,Low
2021,5,Tuesday,0,KPK,Bannu,Rural Road,Good,Foggy,No Light,Motorcycle,1,Road Condition,0,0,1,0,8,1,High
2022,12,Sunday,21,Punjab,Sialkot,Rural Road,Average,Clear,No Light,Motorcycle,3,Pedestrian Error,0,1,0,1,2,0,Low
2020,10,Saturday,18,Balochistan,Khuzdar,National Highway,Poor,Clear,No Light,Motorcycle,4,Over Speeding,1,1,0,0,10,1,High
2022,7,Tuesday,6,Balochistan,Turbat,National Highway,Average,Foggy,No Light,Van/Pickup,1,Over Speeding,0,0,0,0,2,0,High
2022,11,Thursday,12,KPK,Nowshera,National Highway,Good,Foggy,Daylight,Car/Taxi,1,Drunk Driving,1,0,0,1,3,0,High
2023,7,Wednesday,13,Punjab,Lahore,Motorway,Average,Foggy,Daylight,Bus/Coach,2,Pedestrian Error,1,0,0,0,4,0,Medium
2022,12,Tuesday,14,KPK,Charsadda,Provincial Highway,Poor,Clear,Daylight,Motorcycle,3,Signal Violation,0,0,0,1,9,1,High
2019,7,Monday,11,Sindh,Thatta,Urban Road,Good,Clear,Dawn/Dusk,Bus/Coach,2,Drunk Driving,0,0,0,0,3,0,Medium
2023,3,Friday,3,Sindh,Dadu,Provincial Highway,Good,Foggy,Street Light,Motorcycle,2,Wrong Overtaking,0,0,1,0,5,1,High
2019,1,Sunday,12,Punjab,Sheikhupura,Provincial Highway,Average,Clear,Dawn/Dusk,Rickshaw,1,Wrong Overtaking,1,1,0,1,0,0,Low
2023,2,Friday,12,KPK,Bannu,National Highway,Good,Clear,Daylight,Rickshaw,2,Wrong Overtaking,1,0,0,1,0,0,Low
2022,8,Saturday,9,Punjab,Sargodha,National Highway,Good,Foggy,Daylight,Motorcycle,1,Over Speeding,1,1,0,0,10,1,High
2023,6,Friday,11,KPK,Abbottabad,Urban Road,Under Repair,Foggy,Daylight,Bus/Coach,2,Over Speeding,0,0,0,0,1,0,Medium
2023,1,Sunday,19,KPK,Dera Ismail Khan,National Highway,Poor,Clear,Street Light,Motorcycle,1,Road Condition,1,1,0,1,6,1,High
2020,12,Tuesday,7,Sindh,Nawabshah,Motorway,Good,Clear,Daylight,Van/Pickup,1,Pedestrian Error,1,0,0,1,2,0,Medium
2021,4,Sunday,19,Punjab,Sialkot,Rural Road,Good,Clear,Dawn/Dusk,Motorcycle,3,Signal Violation,1,1,0,0,2,1,Medium
2020,7,Saturday,19,Punjab,Faisalabad,Provincial Highway,Average,Extreme Heat,Dawn/Dusk,Motorcycle,2,Mechanical Failure,1,1,0,0,1,0,Low
2020,12,Friday,20,Sindh,Larkana,Rural Road,Average,Clear,No Light,Motorcycle,1,Road Condition,1,0,0,1,0,0,Low
2023,1,Friday,15,Punjab,Faisalabad,National Highway,Average,Clear,Daylight,Car/Taxi,1,Drunk Driving,0,0,0,1,2,2,Medium
2021,12,Monday,10,Punjab,Rawalpindi,National Highway,Under Repair,Extreme Heat,Daylight,Truck/Lorry,1,Signal Violation,0,0,0,1,6,4,High
2019,6,Friday,17,Punjab,Sargodha,Urban Road,Good,Extreme Heat,Daylight,Bicycle,1,Over Speeding,1,0,0,0,2,0,Medium
2022,5,Sunday,10,KPK,Charsadda,Provincial Highway,Average,Clear,Daylight,Car/Taxi,2,Road Condition,0,1,0,0,1,0,Low
2023,12,Tuesday,16,Punjab,Lahore,Provincial Highway,Poor,Dusty/Smoggy,Daylight,Car/Taxi,3,Signal Violation,0,0,0,1,0,0,Low
2023,5,Tuesday,18,Islamabad,Islamabad,Urban Road,Poor,Foggy,Daylight,Motorcycle,2,Road Condition,1,0,0,0,0,0,Low
2018,5,Monday,21,Sindh,Thatta,Urban Road,Average,Clear,No Light,Motorcycle,3,Over Speeding,0,0,0,0,1,0,Medium
2023,8,Monday,21,KPK,Charsadda,Provincial Highway,Good,Dusty/Smoggy,No Light,Car/Taxi,1,Over Speeding,0,0,0,0,4,1,Medium
2021,1,Thursday,17,Punjab,Sargodha,Provincial Highway,Good,Foggy,Daylight,Truck/Lorry,2,Pedestrian Error,1,0,0,1,1,0,Medium
2019,6,Friday,16,Islamabad,Islamabad,Provincial Highway,Good,Clear,Daylight,Rickshaw,3,Over Speeding,0,0,0,0,4,0,Medium
2019,1,Friday,9,Punjab,Sargodha,Rural Road,Poor,Dusty/Smoggy,Daylight,Van/Pickup,4,Over Speeding,1,0,0,1,1,0,Low
2022,7,Thursday,11,Punjab,Rawalpindi,Urban Road,Good,Clear,Daylight,Motorcycle,2,Drunk Driving,0,0,0,0,5,0,Medium
2019,10,Thursday,7,Punjab,Sheikhupura,Rural Road,Average,Clear,No Light,Motorcycle,2,Signal Violation,1,0,0,0,1,0,Medium
2018,9,Tuesday,6,Punjab,Rawalpindi,National Highway,Good,Foggy,Street Light,Van/Pickup,2,Over Speeding,0,0,0,0,7,2,High
2020,7,Friday,9,Sindh,Jacobabad,Provincial Highway,Good,Clear,Street Light,Car/Taxi,1,Over Speeding,1,0,0,0,5,0,Medium
2023,8,Tuesday,14,KPK,Charsadda,Rural Road,Good,Clear,Street Light,Motorcycle,2,Road Condition,0,0,0,0,1,0,Medium
2021,4,Saturday,5,Punjab,Faisalabad,Provincial Highway,Good,Foggy,Dawn/Dusk,Car/Taxi,1,Mechanical Failure,0,1,1,0,5,1,Medium
2021,7,Sunday,4,KPK,Swat,Rural Road,Good,Clear,Street Light,Car/Taxi,1,Over Speeding,0,1,1,0,4,0,Medium
2023,12,Wednesday,9,KPK,Swat,National Highway,Good,Foggy,Daylight,Bus/Coach,2,Over Speeding,1,0,0,1,10,0,High
2023,3,Wednesday,7,Balochistan,Loralai,Urban Road,Good,Foggy,Daylight,Motorcycle,1,Road Condition,1,0,0,0,2,1,Medium
2019,4,Sunday,10,Punjab,Sialkot,National Highway,Average,Dusty/Smoggy,Daylight,Bus/Coach,3,Wrong Overtaking,0,1,0,0,2,1,Medium
2021,12,Tuesday,15,Punjab,Rahim Yar Khan,Urban Road,Average,Foggy,Daylight,Car/Taxi,2,Over Speeding,0,0,0,1,3,0,Medium
2019,7,Sunday,8,Punjab,Sialkot,Rural Road,Poor,Clear,Daylight,Rickshaw,1,Mobile Phone Use,1,1,0,0,2,1,Low
2021,11,Tuesday,16,Punjab,Sialkot,Rural Road,Average,Foggy,Dawn/Dusk,Bicycle,2,Wrong Overtaking,0,0,0,1,1,1,Medium
2021,6,Thursday,16,Sindh,Dadu,Rural Road,Good,Clear,Daylight,Bus/Coach,3,Driver Fatigue,0,0,0,0,5,0,Medium
2019,9,Monday,10,Sindh,Larkana,Provincial Highway,Under Repair,Dusty/Smoggy,Daylight,Motorcycle,2,Mobile Phone Use,0,0,0,0,2,0,Medium
2019,6,Thursday,13,Punjab,Rahim Yar Khan,Provincial Highway,Poor,Clear,Daylight,Motorcycle,1,Wrong Overtaking,1,0,0,0,2,0,Medium
2020,6,Thursday,5,Sindh,Hyderabad,National Highway,Average,Dusty/Smoggy,No Light,Car/Taxi,1,Over Speeding,0,0,1,0,3,0,Medium
2023,1,Saturday,18,Punjab,Faisalabad,National Highway,Good,Clear,Daylight,Car/Taxi,4,Wrong Overtaking,1,1,0,1,2,0,Low
2020,3,Saturday,20,Punjab,Sheikhupura,Urban Road,Average,Dusty/Smoggy,No Light,Car/Taxi,3,Signal Violation,1,1,0,0,2,0,Low
2021,7,Saturday,10,Punjab,Multan,Rural Road,Good,Clear,Daylight,Truck/Lorry,2,Driver Fatigue,0,1,0,0,1,1,Medium
2022,7,Saturday,3,Sindh,Kashmore,Rural Road,Good,Dusty/Smoggy,Street Light,Car/Taxi,2,Wrong Overtaking,0,1,1,0,0,0,Low
2023,2,Tuesday,8,Sindh,Dadu,National Highway,Good,Rainy,Daylight,Car/Taxi,2,Wrong Overtaking,1,0,0,1,3,1,Medium
2018,1,Saturday,17,KPK,Peshawar,National Highway,Poor,Rainy,Daylight,Car/Taxi,2,Over Speeding,1,1,0,1,5,2,High
2023,6,Thursday,16,Balochistan,Turbat,Provincial Highway,Poor,Extreme Heat,Daylight,Motorcycle,2,Wrong Overtaking,0,0,0,0,5,0,Medium
2018,5,Saturday,12,KPK,Nowshera,Motorway,Average,Clear,Street Light,Car/Taxi,1,Mobile Phone Use,1,1,0,0,1,0,Low
2023,9,Friday,12,Punjab,Sargodha,National Highway,Average,Clear,Daylight,Bus/Coach,3,Road Condition,1,0,0,0,0,0,Low
2022,8,Tuesday,12,Punjab,Lahore,Provincial Highway,Poor,Foggy,Daylight,Truck/Lorry,4,Over Speeding,1,0,0,0,7,0,High
2020,11,Tuesday,21,Balochistan,Chaman,National Highway,Good,Clear,Street Light,Bus/Coach,2,Driver Fatigue,0,0,0,1,4,2,High
2018,7,Friday,1,KPK,Nowshera,National Highway,Good,Foggy,Street Light,Van/Pickup,1,Wrong Overtaking,0,0,1,0,5,3,High
2018,12,Wednesday,17,KPK,Dera Ismail Khan,Rural Road,Good,Extreme Heat,Daylight,Rickshaw,1,Road Condition,1,0,0,1,1,0,Low
2023,4,Saturday,22,KPK,Mardan,Motorway,Poor,Clear,Street Light,Bus/Coach,2,Wrong Overtaking,0,1,1,0,5,0,Medium
